
2022-06-19 18:42:02,388 - Seminario_2_Proyecto_Grupo_E - INFO - Iniciando nuestra aplicacion
2022-06-19 18:42:02,388 - Seminario_2_Proyecto_Grupo_E - INFO - ------------------------------ CONNECTION_STRING: ------------------------------
2022-06-19 18:42:02,388 - Seminario_2_Proyecto_Grupo_E - INFO - DRIVER={ODBC Driver 17 for SQL Server};SERVER=159.223.192.226;UID=sa;PWD=<30 characters>
2022-06-19 18:42:02,388 - Seminario_2_Proyecto_Grupo_E - INFO - Iniciando la realizacion de la conexion
2022-06-19 18:42:28,500 - Seminario_2_Proyecto_Grupo_E - INFO - Iniciando nuestra aplicacion
2022-06-19 18:42:28,500 - Seminario_2_Proyecto_Grupo_E - INFO - ------------------------------ CONNECTION_STRING: ------------------------------
2022-06-19 18:42:28,500 - Seminario_2_Proyecto_Grupo_E - INFO - DRIVER={ODBC Driver 17 for SQL Server};SERVER=159.223.192.226;UID=sa;PWD=<30 characters>
2022-06-19 18:42:28,500 - Seminario_2_Proyecto_Grupo_E - INFO - Iniciando la realizacion de la conexion
2022-06-19 19:46:46,972 - Seminario_2_Proyecto_Grupo_E - INFO - Iniciando nuestra aplicacion
2022-06-19 19:46:46,972 - Seminario_2_Proyecto_Grupo_E - INFO - ------------------------------ CONNECTION_STRING: ------------------------------
2022-06-19 19:46:46,972 - Seminario_2_Proyecto_Grupo_E - INFO - SERVER=127.0.0.1;UID=user;PWD=<20 characters>
2022-06-19 19:46:46,972 - Seminario_2_Proyecto_Grupo_E - INFO - Iniciando la realizacion de la conexion
2022-06-19 19:46:46,980 - Seminario_2_Proyecto_Grupo_E - INFO - Conexion realizada con exito
2022-06-19 19:46:49,157 - Seminario_2_Proyecto_Grupo_E - INFO - Usuario selecciona opcion de creacion
2022-06-19 19:46:49,157 - Seminario_2_Proyecto_Grupo_E - INFO - Eliminando tablas...
2022-06-19 19:46:49,175 - Seminario_2_Proyecto_Grupo_E - INFO - Tablas eliminadas correctamente
2022-06-19 19:46:49,175 - Seminario_2_Proyecto_Grupo_E - INFO - Creando las tablas necesarias
2022-06-19 19:46:49,175 - Seminario_2_Proyecto_Grupo_E - INFO - Creando tabla temporal
2022-06-19 19:46:49,235 - Seminario_2_Proyecto_Grupo_E - INFO - Comenzando a procesar el dataset
2022-06-19 19:46:49,246 - Seminario_2_Proyecto_Grupo_E - INFO - Dataset leido exitosamente
2022-06-19 19:46:49,249 - Seminario_2_Proyecto_Grupo_E - INFO - INSERT INTO temporal VALUES('NA','AFW',3.7422,1.0,2.4449,7.0107,2.7383,5.1498,3.0187,2.5336,2.6679,3.3864,3.3833,4.0566,2.0172,2.3152,3.2609,3.0968,0.0074,-2.5336,-0.3907,0.2415,0.493,-3.454,0)
2022-06-19 19:46:49,252 - Seminario_2_Proyecto_Grupo_E - INFO - INSERT INTO temporal VALUES('El mundo árabe','ARB',8.3863,4.3529,-0.4615,-1.523,2.471,6.6146,3.0377,3.603,2.0437,3.2405,-1.7474,2.3377,1.4438,2.7001,0.7254,0.389,0.8882,1.153,-1.0064,0.4688,0.138,-7.0652,0)
2022-06-19 19:46:49,256 - Seminario_2_Proyecto_Grupo_E - INFO - INSERT INTO temporal VALUES('Estados pequeos del Caribe','CSS',0.2163,3.0157,1.3201,2.8714,4.8728,3.2348,2.924,6.0932,2.6288,0.6093,-4.2013,0.6638,0.4316,0.6168,-0.0919,-0.0027,0.3868,-1.7837,-0.5342,1.2635,0.0392,-8.666,0)
2022-06-19 19:46:49,260 - Seminario_2_Proyecto_Grupo_E - INFO - INSERT INTO temporal VALUES('Europa Central y del Báltico','CEB',0,4.5431,3.8284,4.2852,4.412,6.1269,5.3059,6.8591,6.8206,4.3006,-3.3133,2.0663,3.3092,0.9945,1.4556,3.1999,4.1875,3.3341,5.138,4.6966,4.2143,-3.601,0)
2022-06-19 19:46:49,262 - Seminario_2_Proyecto_Grupo_E - INFO - INSERT INTO temporal VALUES('inicial del dividendo demográfico','EAR',3.0023,2.5401,-0.7805,0.0535,3.6404,4.5216,4.1841,4.2984,4.114,1.9429,-0.6564,4.9502,3.4821,2.4747,2.8583,2.7813,3.0453,3.2793,3.1891,2.3311,0.9954,-5.7039,0)
2022-06-19 19:46:49,265 - Seminario_2_Proyecto_Grupo_E - INFO - INSERT INTO temporal VALUES('Asia oriental y el Pacífico','EAS',3.5426,4.4138,2.3867,3.5129,4.124,5.0708,5.1201,5.6819,6.7232,3.6525,1.8575,6.8906,4.728,4.3475,4.4235,3.9608,3.9591,3.9274,4.3111,4.0911,3.5081,-0.563,0)
2022-06-19 19:46:49,267 - Seminario_2_Proyecto_Grupo_E - INFO - INSERT INTO temporal VALUES('Asia oriental y el Pacífico (excluido altos ingresos)','EAP',3.495,6.584,5.9981,7.1219,8.0434,8.2512,9.1143,10.2449,11.6837,7.8429,7.2209,9.1553,7.8337,6.6659,6.4003,6.116,5.868,5.7828,5.8943,5.8174,5.1711,0.8934,0)
2022-06-19 19:46:49,269 - Seminario_2_Proyecto_Grupo_E - INFO - INSERT INTO temporal VALUES('Asia oriental y el Pacífico (BIRF y la AIF)','TEA',3.4935,6.5824,5.9975,7.1218,8.0445,8.2524,9.1143,10.2443,11.6816,7.8405,7.2183,9.1528,7.8308,6.6621,6.3964,6.1124,5.8647,5.7796,5.8909,5.8149,5.1697,0.8926,0)
2022-06-19 19:46:49,271 - Seminario_2_Proyecto_Grupo_E - INFO - INSERT INTO temporal VALUES('Zona del Euro','EMU',3.129,3.5241,1.8032,0.4481,0.1377,1.7322,1.1564,2.7492,2.4677,-0.0717,-4.8303,1.9384,1.9404,-1.0608,-0.5584,1.0541,1.754,1.5673,2.3925,1.6057,1.4747,-6.5103,0)
2022-06-19 19:46:49,275 - Seminario_2_Proyecto_Grupo_E - INFO - INSERT INTO temporal VALUES('Europa y Asia central','ECS',1.8352,4.1473,2.0579,1.4506,1.5095,2.8739,2.3412,3.5688,3.2321,0.5963,-4.7769,2.2608,2.1055,-0.0541,0.4172,1.3935,1.6337,1.4996,2.3983,1.7918,1.4969,-5.8194,0)
